split,class,path,width,height,mode
validation,Highway,dataset\validation\Highway\image_0222.jpg,256,256,L
validation,Highway,dataset\validation\Highway\image_0223.jpg,256,256,L
validation,Highway,dataset\validation\Highway\image_0224.jpg,256,256,L
validation,Highway,dataset\validation\Highway\image_0227.jpg,256,256,L
validation,Highway,dataset\validation\Highway\image_0228.jpg,256,256,L
validation,Highway,dataset\validation\Highway\image_0237.jpg,256,256,L
validation,Highway,dataset\validation\Highway\image_0238.jpg,256,256,L
validation,Highway,dataset\validation\Highway\image_0239.jpg,256,256,L
validation,Highway,dataset\validation\Highway\image_0242.jpg,256,256,L
validation,Highway,dataset\validation\Highway\image_0243.jpg,256,256,L
validation,Highway,dataset\validation\Highway\image_0248.jpg,256,256,L
validation,Highway,dataset\validation\Highway\image_0254.jpg,256,256,L
validation,Highway,dataset\validation\Highway\image_0256.jpg,256,256,L
validation,Highway,dataset\validation\Highway\image_0258.jpg,256,256,L
validation,Industrial,dataset\validation\Industrial\image_0002.jpg,220,294,L
validation,Industrial,dataset\validation\Industrial\image_0004.jpg,341,220,L
validation,Industrial,dataset\validation\Industrial\image_0009.jpg,333,220,L
validation,Industrial,dataset\validation\Industrial\image_0010.jpg,341,220,L
validation,Industrial,dataset\validation\Industrial\image_0011.jpg,220,333,L
validation,Industrial,dataset\validation\Industrial\image_0012.jpg,220,333,L
validation,Industrial,dataset\validation\Industrial\image_0014.jpg,313,220,L
validation,Industrial,dataset\validation\Industrial\image_0018.jpg,220,268,L
validation,Industrial,dataset\validation\Industrial\image_0019.jpg,222,220,L
validation,Industrial,dataset\validation\Industrial\image_0022.jpg,293,220,L
validation,Industrial,dataset\validation\Industrial\image_0024.jpg,293,220,L
validation,Industrial,dataset\validation\Industrial\image_0031.jpg,290,220,L
validation,Industrial,dataset\validation\Industrial\image_0033.jpg,331,220,L
validation,Industrial,dataset\validation\Industrial\image_0034.jpg,331,220,L
validation,Industrial,dataset\validation\Industrial\image_0036.jpg,331,220,L
validation,Industrial,dataset\validation\Industrial\image_0041.jpg,235,220,L
validation,Industrial,dataset\validation\Industrial\image_0042.jpg,297,220,L
validation,Industrial,dataset\validation\Industrial\image_0043.jpg,220,239,L
validation,Industrial,dataset\validation\Industrial\image_0044.jpg,337,220,L
validation,Industrial,dataset\validation\Industrial\image_0048.jpg,220,411,L
validation,Industrial,dataset\validation\Industrial\image_0050.jpg,294,220,L
validation,Industrial,dataset\validation\Industrial\image_0051.jpg,274,220,L
validation,Industrial,dataset\validation\Industrial\image_0057.jpg,220,269,L
validation,Industrial,dataset\validation\Industrial\image_0063.jpg,357,220,L
validation,Industrial,dataset\validation\Industrial\image_0064.jpg,316,220,L
validation,Industrial,dataset\validation\Industrial\image_0065.jpg,341,220,L
validation,Industrial,dataset\validation\Industrial\image_0070.jpg,344,220,L
validation,Industrial,dataset\validation\Industrial\image_0077.jpg,220,293,L
validation,Industrial,dataset\validation\Industrial\image_0078.jpg,308,220,L
validation,Industrial,dataset\validation\Industrial\image_0080.jpg,220,404,L
validation,Industrial,dataset\validation\Industrial\image_0082.jpg,220,309,L
validation,Industrial,dataset\validation\Industrial\image_0086.jpg,326,220,L
validation,Industrial,dataset\validation\Industrial\image_0088.jpg,326,220,L
validation,Industrial,dataset\validation\Industrial\image_0090.jpg,328,220,L
validation,Industrial,dataset\validation\Industrial\image_0093.jpg,328,220,L
validation,Industrial,dataset\validation\Industrial\image_0094.jpg,293,220,L
validation,Industrial,dataset\validation\Industrial\image_0095.jpg,335,220,L
validation,Industrial,dataset\validation\Industrial\image_0097.jpg,220,293,L
validation,Industrial,dataset\validation\Industrial\image_0099.jpg,293,220,L
validation,Industrial,dataset\validation\Industrial\image_0103.jpg,326,220,L
validation,Industrial,dataset\validation\Industrial\image_0109.jpg,293,220,L
validation,Industrial,dataset\validation\Industrial\image_0111.jpg,275,220,L
validation,Industrial,dataset\validation\Industrial\image_0112.jpg,293,220,L
validation,Industrial,dataset\validation\Industrial\image_0120.jpg,285,220,L
validation,Industrial,dataset\validation\Industrial\image_0128.jpg,379,220,L
validation,Industrial,dataset\validation\Industrial\image_0131.jpg,220,313,L
validation,Industrial,dataset\validation\Industrial\image_0134.jpg,294,220,L
validation,Industrial,dataset\validation\Industrial\image_0136.jpg,293,220,L
validation,Industrial,dataset\validation\Industrial\image_0143.jpg,293,220,L
validation,Industrial,dataset\validation\Industrial\image_0147.jpg,293,220,L
validation,Industrial,dataset\validation\Industrial\image_0150.jpg,220,293,L
validation,Industrial,dataset\validation\Industrial\image_0151.jpg,318,220,L
validation,Industrial,dataset\validation\Industrial\image_0159.jpg,327,220,L
validation,Industrial,dataset\validation\Industrial\image_0162.jpg,254,220,L
validation,Industrial,dataset\validation\Industrial\image_0171.jpg,331,220,L
validation,Industrial,dataset\validation\Industrial\image_0172.jpg,273,220,L
validation,Industrial,dataset\validation\Industrial\image_0173.jpg,278,220,L
validation,Industrial,dataset\validation\Industrial\image_0183.jpg,220,310,L
validation,Industrial,dataset\validation\Industrial\image_0184.jpg,329,220,L
validation,Industrial,dataset\validation\Industrial\image_0186.jpg,346,220,L
validation,Industrial,dataset\validation\Industrial\image_0191.jpg,293,220,L
validation,Industrial,dataset\validation\Industrial\image_0194.jpg,331,220,L
validation,Industrial,dataset\validation\Industrial\image_0195.jpg,220,331,L
validation,Industrial,dataset\validation\Industrial\image_0197.jpg,330,220,L
validation,Industrial,dataset\validation\Industrial\image_0198.jpg,220,247,L
validation,Industrial,dataset\validation\Industrial\image_0200.jpg,220,301,L
validation,Industrial,dataset\validation\Industrial\image_0210.jpg,293,220,L
validation,Industrial,dataset\validation\Industrial\image_0212.jpg,293,220,L
validation,Industrial,dataset\validation\Industrial\image_0213.jpg,293,220,L
validation,Industrial,dataset\validation\Industrial\image_0215.jpg,329,220,L
validation,Industrial,dataset\validation\Industrial\image_0217.jpg,292,220,L
validation,Industrial,dataset\validation\Industrial\image_0226.jpg,283,220,L
validation,Industrial,dataset\validation\Industrial\image_0227.jpg,332,220,L
validation,Industrial,dataset\validation\Industrial\image_0230.jpg,225,220,L
validation,Industrial,dataset\validation\Industrial\image_0235.jpg,330,220,L
validation,Industrial,dataset\validation\Industrial\image_0239.jpg,332,220,L
validation,Industrial,dataset\validation\Industrial\image_0249.jpg,220,331,L
validation,Industrial,dataset\validation\Industrial\image_0253.jpg,293,220,L
validation,Industrial,dataset\validation\Industrial\image_0257.jpg,293,220,L
validation,Industrial,dataset\validation\Industrial\image_0260.jpg,308,220,L
validation,Industrial,dataset\validation\Industrial\image_0261.jpg,220,330,L
validation,Industrial,dataset\validation\Industrial\image_0265.jpg,300,220,L
validation,Industrial,dataset\validation\Industrial\image_0266.jpg,293,220,L
validation,Industrial,dataset\validation\Industrial\image_0267.jpg,359,220,L
validation,Industrial,dataset\validation\Industrial\image_0268.jpg,293,220,L
validation,Industrial,dataset\validation\Industrial\image_0280.jpg,293,220,L
validation,Industrial,dataset\validation\Industrial\image_0281.jpg,294,220,L
validation,Industrial,dataset\validation\Industrial\image_0283.jpg,220,294,L
validation,Industrial,dataset\validation\Industrial\image_0284.jpg,294,220,L
validation,Industrial,dataset\validation\Industrial\image_0286.jpg,220,294,L
validation,Industrial,dataset\validation\Industrial\image_0287.jpg,294,220,L
validation,Industrial,dataset\validation\Industrial\image_0288.jpg,294,220,L
validation,Industrial,dataset\validation\Industrial\image_0289.jpg,294,220,L
validation,Industrial,dataset\validation\Industrial\image_0292.jpg,294,220,L
validation,Industrial,dataset\validation\Industrial\image_0296.jpg,293,220,L
validation,Industrial,dataset\validation\Industrial\image_0301.jpg,220,310,L
validation,Industrial,dataset\validation\Industrial\image_0302.jpg,220,339,L
validation,Industrial,dataset\validation\Industrial\image_0306.jpg,220,330,L
validation,Industrial,dataset\validation\Industrial\image_0308.jpg,263,220,L
validation,Industrial,dataset\validation\Industrial\image_0310.jpg,220,330,L
validation,Inside city,dataset\validation\Inside city\image_0005.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0009.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0014.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0018.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0026.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0027.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0028.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0030.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0032.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0034.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0036.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0045.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0046.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0047.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0058.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0064.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0070.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0072.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0074.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0076.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0080.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0081.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0083.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0086.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0090.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0099.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0101.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0102.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0106.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0108.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0112.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0113.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0114.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0115.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0116.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0120.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0121.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0135.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0136.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0138.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0143.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0144.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0147.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0148.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0151.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0152.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0154.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0155.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0156.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0157.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0159.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0164.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0167.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0169.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0172.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0174.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0177.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0180.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0181.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0182.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0183.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0185.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0199.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0203.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0211.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0212.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0216.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0221.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0226.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0227.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0230.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0232.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0234.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0236.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0242.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0244.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0245.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0247.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0253.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0254.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0255.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0257.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0258.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0259.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0260.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0261.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0262.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0264.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0265.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0274.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0278.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0279.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0281.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0290.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0293.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0294.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0295.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0302.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0305.jpg,256,256,L
validation,Inside city,dataset\validation\Inside city\image_0308.jpg,256,256,L
validation,Kitchen,dataset\validation\Kitchen\image_0001.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0004.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0005.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0007.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0011.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0013.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0014.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0015.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0019.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0020.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0025.jpg,220,293,L
validation,Kitchen,dataset\validation\Kitchen\image_0026.jpg,220,293,L
validation,Kitchen,dataset\validation\Kitchen\image_0030.jpg,220,293,L
validation,Kitchen,dataset\validation\Kitchen\image_0032.jpg,220,293,L
validation,Kitchen,dataset\validation\Kitchen\image_0034.jpg,220,293,L
validation,Kitchen,dataset\validation\Kitchen\image_0038.jpg,220,293,L
validation,Kitchen,dataset\validation\Kitchen\image_0039.jpg,220,293,L
validation,Kitchen,dataset\validation\Kitchen\image_0041.jpg,220,293,L
validation,Kitchen,dataset\validation\Kitchen\image_0045.jpg,220,297,L
validation,Kitchen,dataset\validation\Kitchen\image_0046.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0047.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0054.jpg,288,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0055.jpg,328,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0058.jpg,286,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0059.jpg,220,296,L
validation,Kitchen,dataset\validation\Kitchen\image_0061.jpg,220,331,L
validation,Kitchen,dataset\validation\Kitchen\image_0063.jpg,330,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0065.jpg,220,274,L
validation,Kitchen,dataset\validation\Kitchen\image_0066.jpg,311,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0067.jpg,411,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0069.jpg,276,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0074.jpg,311,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0076.jpg,311,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0077.jpg,220,293,L
validation,Kitchen,dataset\validation\Kitchen\image_0078.jpg,292,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0079.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0081.jpg,389,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0082.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0083.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0084.jpg,326,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0086.jpg,333,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0087.jpg,333,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0092.jpg,331,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0096.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0099.jpg,328,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0100.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0101.jpg,278,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0102.jpg,285,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0103.jpg,300,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0105.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0106.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0108.jpg,330,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0109.jpg,298,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0112.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0114.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0117.jpg,330,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0126.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0130.jpg,325,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0131.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0132.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0133.jpg,271,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0136.jpg,294,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0139.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0140.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0143.jpg,312,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0144.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0145.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0146.jpg,294,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0148.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0151.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0152.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0153.jpg,303,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0155.jpg,220,293,L
validation,Kitchen,dataset\validation\Kitchen\image_0157.jpg,330,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0158.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0161.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0162.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0163.jpg,334,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0164.jpg,220,330,L
validation,Kitchen,dataset\validation\Kitchen\image_0165.jpg,330,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0169.jpg,295,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0172.jpg,220,293,L
validation,Kitchen,dataset\validation\Kitchen\image_0174.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0176.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0179.jpg,220,293,L
validation,Kitchen,dataset\validation\Kitchen\image_0181.jpg,220,293,L
validation,Kitchen,dataset\validation\Kitchen\image_0185.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0186.jpg,291,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0187.jpg,330,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0188.jpg,333,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0189.jpg,327,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0191.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0193.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0196.jpg,275,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0199.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0202.jpg,203,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0205.jpg,276,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0206.jpg,321,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0208.jpg,293,220,L
validation,Kitchen,dataset\validation\Kitchen\image_0210.jpg,293,220,L
validation,Living room,dataset\validation\Living room\image_0001.jpg,323,220,L
validation,Living room,dataset\validation\Living room\image_0006.jpg,330,220,L
validation,Living room,dataset\validation\Living room\image_0009.jpg,292,220,L
validation,Living room,dataset\validation\Living room\image_0012.jpg,293,219,L
validation,Living room,dataset\validation\Living room\image_0016.jpg,305,220,L
validation,Living room,dataset\validation\Living room\image_0017.jpg,292,220,L
validation,Living room,dataset\validation\Living room\image_0018.jpg,293,220,L
validation,Living room,dataset\validation\Living room\image_0019.jpg,328,219,L
validation,Living room,dataset\validation\Living room\image_0026.jpg,293,220,L
validation,Living room,dataset\validation\Living room\image_0028.jpg,334,220,L
validation,Living room,dataset\validation\Living room\image_0029.jpg,293,220,L
validation,Living room,dataset\validation\Living room\image_0030.jpg,293,220,L
validation,Living room,dataset\validation\Living room\image_0031.jpg,327,219,L
validation,Living room,dataset\validation\Living room\image_0034.jpg,271,220,L
validation,Living room,dataset\validation\Living room\image_0035.jpg,292,220,L
validation,Living room,dataset\validation\Living room\image_0036.jpg,274,220,L
validation,Living room,dataset\validation\Living room\image_0038.jpg,290,220,L
validation,Living room,dataset\validation\Living room\image_0044.jpg,293,220,L
validation,Living room,dataset\validation\Living room\image_0048.jpg,293,219,L
validation,Living room,dataset\validation\Living room\image_0051.jpg,325,220,L
validation,Living room,dataset\validation\Living room\image_0052.jpg,293,219,L
validation,Living room,dataset\validation\Living room\image_0053.jpg,293,220,L
validation,Living room,dataset\validation\Living room\image_0054.jpg,220,325,L
validation,Living room,dataset\validation\Living room\image_0059.jpg,293,220,L
validation,Living room,dataset\validation\Living room\image_0060.jpg,293,220,L
validation,Living room,dataset\validation\Living room\image_0067.jpg,314,220,L
validation,Living room,dataset\validation\Living room\image_0069.jpg,362,220,L
validation,Living room,dataset\validation\Living room\image_0075.jpg,332,220,L
validation,Living room,dataset\validation\Living room\image_0076.jpg,293,219,L
validation,Living room,dataset\validation\Living room\image_0080.jpg,293,220,L
validation,Living room,dataset\validation\Living room\image_0085.jpg,333,220,L
validation,Living room,dataset\validation\Living room\image_0089.jpg,293,220,L
validation,Living room,dataset\validation\Living room\image_0091.jpg,321,220,L
validation,Living room,dataset\validation\Living room\image_0099.jpg,330,220,L
validation,Living room,dataset\validation\Living room\image_0103.jpg,293,220,L
validation,Living room,dataset\validation\Living room\image_0108.jpg,293,220,L
validation,Living room,dataset\validation\Living room\image_0115.jpg,325,220,L
validation,Living room,dataset\validation\Living room\image_0118.jpg,283,220,L
validation,Living room,dataset\validation\Living room\image_0121.jpg,320,220,L
validation,Living room,dataset\validation\Living room\image_0125.jpg,293,220,L
validation,Living room,dataset\validation\Living room\image_0127.jpg,293,219,L
validation,Living room,dataset\validation\Living room\image_0128.jpg,292,220,L
validation,Living room,dataset\validation\Living room\image_0130.jpg,293,219,L
validation,Living room,dataset\validation\Living room\image_0133.jpg,293,220,L
validation,Living room,dataset\validation\Living room\image_0137.jpg,324,220,L
validation,Living room,dataset\validation\Living room\image_0139.jpg,275,220,L
validation,Living room,dataset\validation\Living room\image_0144.jpg,334,220,L
validation,Living room,dataset\validation\Living room\image_0149.jpg,293,220,L
validation,Living room,dataset\validation\Living room\image_0151.jpg,297,220,L
validation,Living room,dataset\validation\Living room\image_0154.jpg,330,220,L
validation,Living room,dataset\validation\Living room\image_0155.jpg,325,220,L
validation,Living room,dataset\validation\Living room\image_0157.jpg,286,220,L
validation,Living room,dataset\validation\Living room\image_0158.jpg,291,220,L
validation,Living room,dataset\validation\Living room\image_0162.jpg,293,220,L
validation,Living room,dataset\validation\Living room\image_0164.jpg,287,220,L
validation,Living room,dataset\validation\Living room\image_0165.jpg,323,220,L
validation,Living room,dataset\validation\Living room\image_0168.jpg,293,220,L
validation,Living room,dataset\validation\Living room\image_0170.jpg,330,220,L
validation,Living room,dataset\validation\Living room\image_0172.jpg,331,219,L
validation,Living room,dataset\validation\Living room\image_0178.jpg,309,220,L
validation,Living room,dataset\validation\Living room\image_0184.jpg,333,220,L
validation,Living room,dataset\validation\Living room\image_0185.jpg,271,220,L
validation,Living room,dataset\validation\Living room\image_0188.jpg,293,220,L
validation,Living room,dataset\validation\Living room\image_0190.jpg,325,220,L
validation,Living room,dataset\validation\Living room\image_0192.jpg,293,220,L
validation,Living room,dataset\validation\Living room\image_0193.jpg,296,220,L
validation,Living room,dataset\validation\Living room\image_0199.jpg,293,220,L
validation,Living room,dataset\validation\Living room\image_0200.jpg,293,220,L
validation,Living room,dataset\validation\Living room\image_0201.jpg,275,220,L
validation,Living room,dataset\validation\Living room\image_0204.jpg,329,220,L
validation,Living room,dataset\validation\Living room\image_0208.jpg,220,239,L
validation,Living room,dataset\validation\Living room\image_0209.jpg,293,220,L
validation,Living room,dataset\validation\Living room\image_0211.jpg,220,239,L
validation,Living room,dataset\validation\Living room\image_0212.jpg,293,220,L
validation,Living room,dataset\validation\Living room\image_0217.jpg,227,219,L
validation,Living room,dataset\validation\Living room\image_0220.jpg,328,219,L
validation,Living room,dataset\validation\Living room\image_0223.jpg,293,220,L
validation,Living room,dataset\validation\Living room\image_0226.jpg,293,220,L
validation,Living room,dataset\validation\Living room\image_0229.jpg,293,220,L
validation,Living room,dataset\validation\Living room\image_0231.jpg,248,220,L
validation,Living room,dataset\validation\Living room\image_0232.jpg,293,220,L
validation,Living room,dataset\validation\Living room\image_0233.jpg,293,219,L
validation,Living room,dataset\validation\Living room\image_0236.jpg,330,219,L
validation,Living room,dataset\validation\Living room\image_0243.jpg,293,220,L
validation,Living room,dataset\validation\Living room\image_0244.jpg,293,220,L
